# temperature_K system_id system_label bin_meV dens_1_per_meV cum
300 1 (TiO$_{2}$)$_{1}$ 0 0.0 0.0002739921852663681
300 1 (TiO$_{2}$)$_{1}$ 0.1 6.886734013150654 0.6889473935003317
300 1 (TiO$_{2}$)$_{1}$ 0.2 0.111741160774117 0.7001215095777434
300 1 (TiO$_{2}$)$_{1}$ 0.30000000000000004 0.09708853521418478 0.7098303630991619
300 1 (TiO$_{2}$)$_{1}$ 0.4 0.06540074335286807 0.7163704374344487
300 1 (TiO$_{2}$)$_{1}$ 0.5 0.07016582483577284 0.723387019918026
300 1 (TiO$_{2}$)$_{1}$ 0.6 0.04836557705148349 0.7282235776231744
300 1 (TiO$_{2}$)$_{1}$ 0.7 0.04526827408759538 0.7327504050319339
300 1 (TiO$_{2}$)$_{1}$ 0.7999999999999999 0.04181359001248942 0.7369317640331828
300 1 (TiO$_{2}$)$_{1}$ 0.8999999999999999 0.03549985704764059 0.7404817497379469
300 1 (TiO$_{2}$)$_{1}$ 0.9999999999999999 0.04681692556953943 0.7451634422949008
300 1 (TiO$_{2}$)$_{1}$ 1.0999999999999999 0.04705517964368468 0.7498689602592693
300 1 (TiO$_{2}$)$_{1}$ 1.2 0.04908033927391915 0.7547769941866612
300 1 (TiO$_{2}$)$_{1}$ 1.3 0.046936052606612 0.7594705994473224
300 1 (TiO$_{2}$)$_{1}$ 1.4000000000000001 0.04562565519881319 0.7640331649672037
300 1 (TiO$_{2}$)$_{1}$ 1.5000000000000002 0.04514914705052271 0.768548079672256
300 1 (TiO$_{2}$)$_{1}$ 1.6000000000000003 0.044315257791014376 0.7729796054513575
300 1 (TiO$_{2}$)$_{1}$ 1.7000000000000004 0.03287906223204293 0.7762675116745618
300 1 (TiO$_{2}$)$_{1}$ 1.8000000000000005 0.030853902601808397 0.7793529019347426
300 1 (TiO$_{2}$)$_{1}$ 1.9000000000000006 0.029424378156936964 0.7822953397504363
300 1 (TiO$_{2}$)$_{1}$ 2.0000000000000004 0.025850567044758445 0.7848803964549121
300 1 (TiO$_{2}$)$_{1}$ 2.1000000000000005 0.028233107786210774 0.7877037072335332
300 1 (TiO$_{2}$)$_{1}$ 2.2000000000000006 0.027399218526702438 0.7904436290862035
300 1 (TiO$_{2}$)$_{1}$ 2.3000000000000007 0.026207948155976244 0.7930644239018011
300 1 (TiO$_{2}$)$_{1}$ 2.400000000000001 0.025254931859395292 0.7955899170877406
300 1 (TiO$_{2}$)$_{1}$ 2.500000000000001 0.02191937482136195 0.7977818545698768
300 1 (TiO$_{2}$)$_{1}$ 2.600000000000001 0.026088821118903625 0.8003907366817672
300 1 (TiO$_{2}$)$_{1}$ 2.700000000000001 0.024659296674032195 0.8028566663491704
300 1 (TiO$_{2}$)$_{1}$ 2.800000000000001 0.02156199371014409 0.8050128657201848
300 1 (TiO$_{2}$)$_{1}$ 2.9000000000000012 0.0240636614886691 0.8074192318690517
300 1 (TiO$_{2}$)$_{1}$ 3.0000000000000013 0.024778423711104815 0.8098970742401622
300 1 (TiO$_{2}$)$_{1}$ 3.1000000000000014 0.021323739635998856 0.8120294482037621
300 1 (TiO$_{2}$)$_{1}$ 3.2000000000000015 0.021442866673071475 0.8141737348710693
300 1 (TiO$_{2}$)$_{1}$ 3.3000000000000016 0.021204612598926236 0.8162941961309619
300 1 (TiO$_{2}$)$_{1}$ 3.4000000000000017 0.018941198894546468 0.8181883160204165
300 1 (TiO$_{2}$)$_{1}$ 3.5000000000000018 0.016201277041876225 0.8198084437246042
300 1 (TiO$_{2}$)$_{1}$ 3.600000000000002 0.016677785190166702 0.8214762222436208
300 1 (TiO$_{2}$)$_{1}$ 3.700000000000002 0.01846469074625599 0.8233226913182464
300 1 (TiO$_{2}$)$_{1}$ 3.800000000000002 0.016558658153094083 0.8249785571335558
300 1 (TiO$_{2}$)$_{1}$ 3.900000000000002 0.01703516630138456 0.8266820737636943
300 1 (TiO$_{2}$)$_{1}$ 4.000000000000002 0.02048985037649061 0.8287310588013433
300 1 (TiO$_{2}$)$_{1}$ 4.100000000000001 0.017749928523820353 0.8305060516537254
300 1 (TiO$_{2}$)$_{1}$ 4.200000000000001 0.016796912227239395 0.8321857428764493
300 1 (TiO$_{2}$)$_{1}$ 4.300000000000001 0.01334222815213342 0.8335199656916626
300 1 (TiO$_{2}$)$_{1}$ 4.4 0.014295244448714379 0.8349494901365341
300 1 (TiO$_{2}$)$_{1}$ 4.5 0.015605641856513197 0.8365100543221854
300 1 (TiO$_{2}$)$_{1}$ 4.6 0.01405699037456914 0.8379157533596423
300 1 (TiO$_{2}$)$_{1}$ 4.699999999999999 0.01334222815213342 0.8392499761748556
300 1 (TiO$_{2}$)$_{1}$ 4.799999999999999 0.015010006671150098 0.8407509768419706
300 1 (TiO$_{2}$)$_{1}$ 4.899999999999999 0.01405699037456914 0.8421566758794276
300 1 (TiO$_{2}$)$_{1}$ 4.999999999999998 0.012984847040915562 0.8434551605835191
300 1 (TiO$_{2}$)$_{1}$ 5.099999999999998 0.0138187363004239 0.8448370342135615
300 1 (TiO$_{2}$)$_{1}$ 5.1999999999999975 0.014414371485787 0.8462784713621402
300 1 (TiO$_{2}$)$_{1}$ 5.299999999999997 0.014771752597004858 0.8477556466218407
300 1 (TiO$_{2}$)$_{1}$ 5.399999999999997 0.011912703707261982 0.8489469169925669
300 1 (TiO$_{2}$)$_{1}$ 5.4999999999999964 0.011793576670189362 0.8501262746595858
300 1 (TiO$_{2}$)$_{1}$ 5.599999999999996 0.012389211855552461 0.851365195845141
300 1 (TiO$_{2}$)$_{1}$ 5.699999999999996 0.011436195558971502 0.8525088154010382
300 1 (TiO$_{2}$)$_{1}$ 5.799999999999995 0.012270084818479842 0.8537358238828862
300 1 (TiO$_{2}$)$_{1}$ 5.899999999999995 0.011793576670189362 0.8549151815499051
300 1 (TiO$_{2}$)$_{1}$ 5.999999999999995 0.012270084818479842 0.8561421900317531
300 1 (TiO$_{2}$)$_{1}$ 6.099999999999994 0.011078814447753644 0.8572500714765284
300 1 (TiO$_{2}$)$_{1}$ 6.199999999999994 0.011674449633116743 0.8584175164398401
300 1 (TiO$_{2}$)$_{1}$ 6.299999999999994 0.012508338892625082 0.8596683503291026
300 1 (TiO$_{2}$)$_{1}$ 6.399999999999993 0.010483179262390544 0.8607166682553417
300 1 (TiO$_{2}$)$_{1}$ 6.499999999999993 0.009530162965809587 0.8616696845519226
300 1 (TiO$_{2}$)$_{1}$ 6.5999999999999925 0.008815400743373867 0.86255122462626
300 1 (TiO$_{2}$)$_{1}$ 6.699999999999992 0.010244925188245305 0.8635757171450845
300 1 (TiO$_{2}$)$_{1}$ 6.799999999999992 0.008100638520938149 0.8643857809971783
300 1 (TiO$_{2}$)$_{1}$ 6.8999999999999915 0.009172781854591727 0.8653030591826375
300 1 (TiO$_{2}$)$_{1}$ 6.999999999999991 0.006194605927776231 0.8659225197754151
300 1 (TiO$_{2}$)$_{1}$ 7.099999999999991 0.007862384446792908 0.8667087582200944
300 1 (TiO$_{2}$)$_{1}$ 7.19999999999999 0.007624130372647669 0.8674711712573592
300 1 (TiO$_{2}$)$_{1}$ 7.29999999999999 0.007505003335575049 0.8682216715909167
300 1 (TiO$_{2}$)$_{1}$ 7.39999999999999 0.008815400743373867 0.8691032116652541
300 1 (TiO$_{2}$)$_{1}$ 7.499999999999989 0.007862384446792908 0.8698894501099333
300 1 (TiO$_{2}$)$_{1}$ 7.599999999999989 0.008577146669228628 0.8707471647768562
300 1 (TiO$_{2}$)$_{1}$ 7.699999999999989 0.009411035928736966 0.8716882683697299
300 1 (TiO$_{2}$)$_{1}$ 7.799999999999988 0.009053654817519107 0.8725936338514818
300 1 (TiO$_{2}$)$_{1}$ 7.899999999999988 0.009768417039954826 0.8735704755554773
300 1 (TiO$_{2}$)$_{1}$ 7.999999999999988 0.009411035928736966 0.874511579148351
300 1 (TiO$_{2}$)$_{1}$ 8.099999999999987 0.010721433336535784 0.8755837224820046
300 1 (TiO$_{2}$)$_{1}$ 8.199999999999987 0.008219765558010768 0.8764056990378056
300 1 (TiO$_{2}$)$_{1}$ 8.299999999999986 0.009649290002882206 0.8773706280380938
300 1 (TiO$_{2}$)$_{1}$ 8.399999999999986 0.00667111407606671 0.8780377394457005
300 1 (TiO$_{2}$)$_{1}$ 8.499999999999986 0.010602306299463165 0.8790979700756468
300 1 (TiO$_{2}$)$_{1}$ 8.599999999999985 0.010006671114100064 0.8800986371870568
300 1 (TiO$_{2}$)$_{1}$ 8.699999999999985 0.010364052225317924 0.8811350424095886
300 1 (TiO$_{2}$)$_{1}$ 8.799999999999985 0.010483179262390544 0.8821833603358277
